area_sqft,bedrooms,bathrooms,floors,age_years,parking,distance_city_km,near_metro,furnishing,locality_rating,price_inr
922,2,1,1,21,2,32.96,1,Unfurnished,3.9,8967635
1665,3,1,2,33,2,31.52,0,Unfurnished,2.8,13167905
3785,1,2,4,23,0,29.42,0,Semi-Furnished,3.6,26244343
561,3,4,2,0,3,14.85,0,Semi-Furnished,3.3,9887502
2862,3,1,3,28,3,26.09,0,Unfurnished,4.8,22627339
2914,2,5,3,34,0,5.14,0,Furnished,3.2,24072492
476,4,4,2,20,0,25.69,1,Unfurnished,4.7,8549409
2269,5,5,4,18,2,22.36,0,Semi-Furnished,2.9,22362069
1897,3,5,4,28,2,31.3,0,Semi-Furnished,2.7,16934146
4878,4,4,4,13,1,17.18,1,Semi-Furnished,4.6,38810012
2749,4,1,2,2,0,9.14,1,Semi-Furnished,2.7,24484395
3635,6,2,4,11,3,8.47,1,Unfurnished,4.7,32013193
2881,5,5,3,26,0,32.14,0,Semi-Furnished,3.5,24984200
1941,5,5,2,21,0,33.48,1,Unfurnished,2.5,18640800
2476,5,3,3,33,1,26.51,1,Unfurnished,3.2,21724740
1453,1,5,1,27,3,22.16,1,Unfurnished,4.6,14721147
3339,5,5,4,23,3,24.48,0,Furnished,3.7,29820154
1522,4,4,2,12,0,19.78,1,Unfurnished,3.0,16379281
1418,5,3,4,31,3,33.6,0,Furnished,3.3,15331916
2500,2,3,3,9,3,31.78,1,Unfurnished,4.2,21514446
2472,6,3,3,25,1,7.23,0,Semi-Furnished,2.5,21786819
1910,1,2,4,8,0,2.62,0,Semi-Furnished,4.9,16426667
1558,2,4,4,18,0,30.09,1,Semi-Furnished,4.0,13679431
2534,4,1,4,17,1,11.39,1,Furnished,3.5,21831275
1736,4,4,3,16,0,13.82,0,Semi-Furnished,4.4,18126833
4698,1,1,4,23,3,28.31,0,Unfurnished,3.5,32182272
1106,3,3,2,15,0,11.16,0,Furnished,3.5,11356796
1323,3,1,2,15,1,31.94,1,Furnished,4.1,14307303
1745,3,2,1,4,1,32.92,0,Semi-Furnished,3.2,15706127
3007,2,4,1,24,0,8.76,0,Furnished,3.8,25312823
2441,5,2,2,27,0,22.34,0,Furnished,4.1,21250017
2727,5,4,1,23,0,17.7,0,Semi-Furnished,3.3,24320360
1034,6,4,2,3,0,28.9,1,Furnished,3.3,14868648
996,4,3,4,2,1,30.0,0,Unfurnished,4.5,12467750
2769,6,3,3,24,3,16.08,1,Unfurnished,3.5,26229566
4850,6,4,3,31,1,20.64,0,Unfurnished,4.9,39152714
3651,5,4,1,17,0,2.69,0,Unfurnished,4.6,31380354
2927,2,2,4,2,1,27.75,0,Unfurnished,2.8,22778986
4038,5,4,4,13,2,15.31,1,Furnished,5.0,34259571
1291,6,1,3,8,3,24.77,1,Semi-Furnished,3.8,17027429
4051,1,2,4,21,3,26.4,1,Semi-Furnished,2.8,29717998
4662,2,5,2,15,1,16.81,1,Furnished,4.5,37905777
1992,2,1,2,33,3,1.96,0,Furnished,3.0,17332623
3245,4,4,4,6,3,31.4,1,Semi-Furnished,4.0,27884124
535,1,1,1,24,0,34.79,0,Furnished,3.3,4726857
4148,5,5,2,33,1,10.41,1,Unfurnished,4.2,34171187
3364,2,2,3,33,3,18.31,0,Furnished,5.0,27158215
1295,3,5,2,11,0,16.58,1,Semi-Furnished,4.3,15470511
2047,3,4,1,25,1,19.91,1,Semi-Furnished,4.4,19320258
735,1,1,4,9,1,30.64,1,Unfurnished,4.0,7434944
4134,1,1,4,1,0,31.51,1,Unfurnished,4.8,30083402
1596,4,3,2,2,3,7.46,1,Furnished,3.8,18186187
3179,4,4,2,12,2,10.42,0,Furnished,3.5,27899737
3190,3,5,3,7,0,14.15,1,Semi-Furnished,2.7,27070722
2387,1,2,4,33,2,3.6,0,Semi-Furnished,3.3,19530509
2056,1,1,4,27,0,16.33,0,Semi-Furnished,3.4,15343280
3060,4,3,4,20,1,1.47,1,Semi-Furnished,4.6,27752148
735,6,2,2,30,1,24.35,1,Semi-Furnished,2.8,12119334
2574,2,3,2,31,1,7.77,1,Semi-Furnished,3.4,20773568
4930,4,4,4,14,3,19.8,1,Unfurnished,3.0,38813835
1264,4,1,1,24,0,15.86,0,Semi-Furnished,4.4,13526534
4875,6,4,2,16,0,15.56,1,Semi-Furnished,3.3,38588157
2233,2,5,4,3,1,22.3,0,Semi-Furnished,4.8,20612768
2900,1,4,3,5,2,28.54,1,Unfurnished,3.1,22454151
726,2,3,1,25,1,27.01,1,Furnished,2.9,9025029
2852,6,4,2,10,3,33.28,1,Semi-Furnished,3.5,27458844
2847,6,3,2,17,1,15.76,0,Furnished,4.5,26828464
4978,1,5,4,24,0,5.33,1,Unfurnished,3.9,36981749
1470,5,2,1,34,1,2.1,0,Semi-Furnished,5.0,15906143
2986,2,4,1,15,2,33.15,1,Semi-Furnished,3.1,25168400
4585,1,3,3,7,3,11.2,0,Furnished,3.0,33299872
1750,3,2,4,5,1,17.21,1,Semi-Furnished,4.7,17323825
1832,2,2,3,24,3,34.37,1,Unfurnished,2.6,14811212
1279,5,4,2,13,0,5.39,0,Semi-Furnished,4.5,15721489
3632,3,1,4,31,0,19.43,0,Unfurnished,4.9,26527646
868,6,2,4,24,1,3.21,1,Unfurnished,4.5,13006445
4818,5,3,4,29,3,20.44,1,Furnished,4.6,39183735
2182,1,1,4,26,1,18.14,1,Semi-Furnished,3.8,17112605
1689,4,4,2,21,0,7.03,0,Unfurnished,4.9,17138954
1048,2,2,3,8,2,33.06,0,Semi-Furnished,2.6,9793749
3789,1,3,2,14,1,33.23,1,Unfurnished,3.2,26752225
4599,5,4,1,15,0,33.92,1,Semi-Furnished,3.4,36031216
1600,4,5,3,1,1,32.79,0,Semi-Furnished,3.8,16348835
1283,2,2,2,16,3,25.41,1,Unfurnished,3.8,12388967
1686,6,3,1,32,3,28.38,0,Semi-Furnished,4.4,17836234
1952,1,1,1,30,1,19.43,1,Unfurnished,3.4,14834902
512,2,1,1,33,1,25.89,1,Unfurnished,4.2,5798627
3770,6,2,1,3,1,21.49,0,Semi-Furnished,4.3,32063572
2185,3,1,2,6,0,12.62,1,Furnished,2.6,19297856
3266,1,4,4,15,3,24.07,1,Unfurnished,3.1,25862010
2596,5,2,2,11,2,19.91,1,Semi-Furnished,3.2,24248495
3977,4,2,2,28,0,1.9,0,Semi-Furnished,4.7,30958084
1143,3,2,1,18,3,18.36,0,Furnished,4.1,12421350
1371,1,4,4,19,0,16.29,1,Unfurnished,4.7,12882549
2824,6,5,1,2,3,29.26,0,Unfurnished,4.7,26727661
1044,4,3,4,32,1,20.23,0,Semi-Furnished,4.5,11925984
4440,1,1,4,0,2,8.23,1,Unfurnished,4.8,32299746
4957,5,1,2,7,2,8.19,1,Unfurnished,4.4,39473153
2831,1,5,2,2,3,27.51,0,Semi-Furnished,3.8,24219999
3071,5,2,4,21,0,31.47,1,Furnished,3.1,26748723
3952,2,5,3,26,3,26.91,1,Furnished,3.5,32338207
4065,2,3,1,27,2,1.63,1,Furnished,3.3,32002418
2919,3,2,1,6,3,28.83,0,Semi-Furnished,3.3,23829431
1877,4,4,1,27,3,26.05,0,Semi-Furnished,3.9,18164960
1336,2,5,2,24,1,11.96,0,Furnished,3.2,14621217
742,6,4,4,9,3,9.55,0,Semi-Furnished,4.1,13997839
569,6,1,3,31,2,7.04,0,Semi-Furnished,4.0,9943726
4613,2,4,3,10,1,18.45,1,Semi-Furnished,3.7,34913000
1566,6,4,3,5,0,28.23,1,Furnished,3.2,17312714
4616,4,3,1,2,1,34.78,0,Furnished,3.6,35708265
4467,4,5,3,20,3,17.53,0,Unfurnished,2.7,36281735
1287,6,5,3,13,2,17.25,0,Unfurnished,3.3,16300702
3767,5,4,4,26,0,11.26,0,Furnished,4.3,31151137
3289,1,1,2,9,2,33.03,1,Furnished,2.7,24364918
3210,5,2,2,14,2,18.52,0,Unfurnished,4.4,26583559
974,4,5,4,19,3,12.99,0,Semi-Furnished,2.5,13238912
4328,1,2,1,19,1,23.41,0,Unfurnished,4.5,29991938
2287,6,4,2,16,3,4.69,0,Semi-Furnished,4.0,24187380
4095,3,3,4,16,0,30.3,0,Semi-Furnished,4.5,30290709
1038,2,3,4,13,2,10.33,0,Furnished,4.1,12160833
2037,2,3,4,19,2,20.09,1,Semi-Furnished,4.3,19289475
4199,5,1,1,23,3,28.74,0,Unfurnished,4.5,32303551
2223,2,3,3,4,2,27.28,1,Furnished,3.7,19268352
2968,1,1,3,17,2,21.41,0,Semi-Furnished,4.9,21589963
963,5,4,4,19,1,2.11,0,Furnished,4.7,14950688
4574,2,1,2,27,3,13.39,1,Furnished,3.3,34692145
4113,2,2,2,26,3,3.38,0,Unfurnished,4.9,31632249
780,6,4,3,6,2,8.45,1,Unfurnished,3.7,14387509
4080,2,2,3,7,2,25.22,1,Semi-Furnished,2.8,30848490
2777,2,1,4,5,0,31.93,0,Furnished,2.8,20351489
404,5,2,1,14,3,10.89,1,Furnished,2.7,10637787
897,2,3,1,14,2,17.6,0,Furnished,2.6,10407803
4088,3,2,2,3,3,16.09,0,Unfurnished,4.5,32326579
3169,6,4,2,13,3,29.5,0,Semi-Furnished,4.0,28363129
1089,2,3,2,2,3,28.86,0,Furnished,3.4,12025551
2702,6,1,3,33,0,2.49,0,Furnished,2.6,23697259
3455,4,2,1,23,0,29.86,1,Furnished,3.3,27260389
2543,3,2,1,15,3,30.78,1,Furnished,4.1,22141742
2903,4,2,2,1,0,21.35,1,Semi-Furnished,5.0,24721671
1646,3,3,1,34,1,25.15,1,Semi-Furnished,2.8,15584042
2486,4,3,3,5,0,12.34,1,Furnished,3.7,23558152
4435,6,3,3,26,0,13.4,0,Semi-Furnished,2.6,34718474
2722,2,1,3,27,3,8.68,0,Unfurnished,3.4,21201209
4454,3,4,2,19,0,29.63,1,Unfurnished,4.6,34058215
4059,5,2,2,11,2,15.02,1,Unfurnished,3.1,32691233
663,1,3,3,7,0,7.88,1,Semi-Furnished,4.5,8307798
650,2,4,1,15,2,21.87,0,Unfurnished,2.8,8702036
1915,1,1,2,30,1,16.87,0,Semi-Furnished,3.5,13978103
2785,1,2,3,21,3,33.22,0,Furnished,4.6,19772763
1099,5,1,1,30,0,14.45,1,Furnished,4.5,13126066
3618,5,5,3,15,3,29.12,1,Furnished,3.9,32390744
3690,1,4,4,16,2,20.32,1,Unfurnished,2.9,28146066
4832,4,2,3,29,3,27.7,1,Semi-Furnished,3.2,37032380
3577,5,4,3,10,1,6.08,1,Furnished,3.1,30747448
2951,1,2,3,10,1,24.49,1,Semi-Furnished,4.7,23105561
2430,2,2,1,31,3,16.58,0,Furnished,3.0,20521073
3040,4,5,3,25,1,26.75,1,Unfurnished,4.7,26517677
653,2,2,4,9,0,9.37,1,Furnished,2.5,9007953
438,1,4,3,17,1,18.45,0,Furnished,3.5,7497215
3180,1,1,4,28,2,5.71,1,Unfurnished,3.2,24490232
2342,4,2,4,22,3,26.66,0,Unfurnished,2.7,19884397
3839,5,1,1,17,1,26.03,0,Unfurnished,4.8,29629918
4172,3,4,2,5,0,28.37,1,Furnished,4.9,33677653
1470,4,2,4,34,2,30.89,0,Unfurnished,3.1,14726941
3345,1,1,2,21,1,24.57,1,Furnished,3.7,24737319
2890,1,4,4,3,3,22.72,0,Unfurnished,4.5,23693853
802,5,3,2,17,1,22.29,0,Unfurnished,3.1,10695471
1473,4,2,3,13,0,28.65,0,Semi-Furnished,3.1,14640645
2255,2,2,2,18,1,17.37,1,Furnished,4.7,20245366
954,4,2,4,4,2,28.19,1,Furnished,3.4,12670035
3921,6,1,4,22,1,9.17,1,Unfurnished,2.7,32449208
524,6,2,4,4,2,27.06,1,Semi-Furnished,4.0,12211317
3777,4,3,4,7,3,29.97,1,Semi-Furnished,4.8,31964708
2482,1,2,4,22,0,2.68,1,Semi-Furnished,3.2,19764727
1268,5,1,4,0,3,2.29,1,Unfurnished,3.3,15385557
2691,1,4,4,12,0,3.76,1,Furnished,5.0,23673617
4195,3,5,2,16,0,26.15,1,Furnished,2.9,33081157
689,5,5,2,7,1,14.64,1,Unfurnished,4.3,12391986
2915,3,1,1,13,1,11.55,0,Semi-Furnished,3.6,23873005
4469,5,5,1,10,3,28.05,1,Unfurnished,4.4,38326322
2502,2,3,1,30,3,21.18,0,Furnished,4.9,21180031
1000,3,5,1,15,0,31.69,1,Unfurnished,2.7,10749234
467,4,5,3,31,1,30.79,1,Unfurnished,3.4,8482318
643,5,3,3,8,2,16.23,0,Semi-Furnished,4.0,11475644
3244,4,4,2,25,3,11.7,0,Furnished,2.8,26983125
1679,6,2,2,29,0,15.27,1,Furnished,3.6,17728939
1135,6,4,2,30,1,6.04,1,Unfurnished,4.9,16275605
625,1,3,3,17,1,16.35,1,Furnished,2.5,8745798
4519,3,2,2,18,1,32.42,0,Unfurnished,4.4,33887360
2126,1,2,2,19,1,29.53,0,Unfurnished,4.9,16402271
960,1,3,3,34,2,30.76,0,Semi-Furnished,3.9,9174916
2914,3,5,4,20,0,5.94,0,Semi-Furnished,3.4,24612633
4666,6,2,2,6,0,16.2,1,Unfurnished,3.0,36907707
1157,4,3,3,31,1,29.71,0,Unfurnished,3.5,12330237
3946,6,2,4,31,3,1.95,1,Unfurnished,2.9,32617542
1241,4,3,1,19,0,4.29,1,Furnished,4.7,14400861
4855,2,1,2,11,0,16.75,1,Furnished,5.0,35890530
2784,2,4,4,33,0,25.0,0,Semi-Furnished,3.8,21000007
3241,3,5,3,0,2,20.36,1,Semi-Furnished,3.4,28118320
4467,6,1,1,5,3,33.25,0,Unfurnished,4.6,34825140
4605,4,5,3,3,1,5.43,1,Furnished,4.1,38963573
3891,5,3,4,26,0,10.15,0,Unfurnished,4.2,31725984
3875,2,4,2,33,3,27.42,1,Semi-Furnished,3.7,30678166
3364,2,5,2,31,3,22.11,1,Semi-Furnished,3.1,27427299
1498,4,4,1,29,1,22.46,0,Semi-Furnished,3.5,16259821
2667,1,4,4,17,0,12.31,1,Semi-Furnished,4.9,22619814
1660,1,1,4,1,2,12.12,1,Semi-Furnished,4.9,15357041
826,2,3,1,30,0,12.97,0,Furnished,4.5,8691360
2187,4,5,1,8,0,30.31,1,Semi-Furnished,4.1,20770100
2735,2,1,3,6,2,16.49,1,Furnished,3.6,22561497
4585,2,3,3,1,1,3.89,0,Unfurnished,5.0,34380536
3037,6,3,2,5,0,20.33,1,Furnished,4.2,28653250
3293,6,2,3,5,0,9.86,1,Semi-Furnished,3.4,29534661
4357,3,1,4,19,3,29.33,1,Semi-Furnished,4.5,33469110
4115,2,2,4,25,1,24.89,0,Furnished,3.9,30170173
3306,6,1,2,5,2,27.92,1,Unfurnished,2.6,28138179
2967,3,4,4,26,2,31.15,1,Semi-Furnished,4.0,24663400
1028,5,3,3,1,2,33.79,1,Furnished,3.8,14301468
2758,1,5,1,20,3,17.27,0,Semi-Furnished,2.9,22277125
1650,6,1,2,22,1,18.9,0,Unfurnished,4.4,16781450
1157,1,3,1,13,2,30.3,0,Semi-Furnished,3.3,10068882
823,3,3,3,24,1,30.87,1,Unfurnished,3.7,10574509
4124,1,1,3,27,3,27.4,0,Unfurnished,3.4,29312530
1313,5,2,1,16,3,6.78,1,Semi-Furnished,2.7,15450717
3278,2,4,1,18,3,21.19,0,Semi-Furnished,2.9,25491118
2478,3,4,4,17,3,13.41,1,Unfurnished,4.0,22882639
2101,2,5,4,27,2,12.88,1,Unfurnished,4.8,18631388
463,4,2,4,20,3,4.3,1,Furnished,3.8,10579952
2647,5,1,3,34,3,34.91,1,Furnished,4.2,22845711
1541,3,4,2,24,1,2.74,1,Semi-Furnished,4.0,16590075
504,5,4,2,22,3,2.31,0,Furnished,3.2,12179792
1181,4,2,2,20,1,4.84,1,Furnished,4.7,14709650
3568,5,4,3,20,0,25.63,1,Semi-Furnished,3.2,30907579
2987,5,4,3,3,2,21.42,0,Furnished,4.3,27293992
4854,5,4,4,28,0,8.49,0,Semi-Furnished,3.1,37570460
3168,4,3,2,6,1,16.59,0,Semi-Furnished,3.1,26468568
908,2,2,3,14,0,25.35,1,Furnished,4.6,10714508
4802,5,3,4,24,3,15.64,1,Furnished,4.1,39145561
1952,4,4,2,1,2,34.21,1,Furnished,3.2,19385735
2818,4,5,4,21,3,28.55,1,Unfurnished,5.0,26543871
4418,5,5,3,19,0,11.57,1,Unfurnished,4.1,36495731
1779,6,3,1,29,0,6.6,1,Semi-Furnished,3.8,19877532
2904,5,4,4,3,2,6.27,1,Semi-Furnished,3.0,27129833
2396,6,3,3,23,0,27.14,0,Furnished,4.5,23027681
1384,5,5,1,16,0,31.79,0,Semi-Furnished,3.9,14401514
2124,6,1,4,28,3,9.44,1,Furnished,4.1,21807103
4448,6,1,2,25,1,29.16,0,Furnished,3.0,34657625
2227,3,4,3,28,2,12.7,0,Unfurnished,4.2,20367038
953,2,1,2,32,3,16.22,1,Furnished,3.0,10875178
1780,1,2,4,16,0,29.22,0,Semi-Furnished,2.8,13046012
3333,6,1,1,11,3,7.4,0,Furnished,2.9,29724997
1671,6,1,4,22,1,32.2,0,Furnished,3.9,17014519
3053,4,1,1,1,2,3.46,1,Semi-Furnished,4.8,26873028
2257,1,5,1,19,3,16.57,1,Furnished,2.8,19975615
1905,2,4,4,14,1,11.6,1,Semi-Furnished,4.8,18690659
2386,3,2,2,15,2,34.71,0,Unfurnished,3.6,19417919
4851,4,4,2,25,3,12.14,1,Unfurnished,3.1,38940582
1332,3,3,3,8,2,31.52,1,Furnished,3.8,14667253
1465,1,2,4,10,3,29.13,0,Furnished,3.0,13246621
1425,1,1,3,32,3,13.14,0,Semi-Furnished,2.6,11606100
4924,5,5,3,11,1,34.03,0,Semi-Furnished,4.9,40018835
4907,5,3,4,12,2,14.92,0,Semi-Furnished,4.5,38855095
3218,4,2,4,18,1,9.66,1,Semi-Furnished,2.7,26532055
1406,4,5,3,30,2,13.46,0,Semi-Furnished,3.9,15859520
3816,2,4,2,29,2,13.43,1,Unfurnished,2.6,29172762
4233,5,4,4,7,0,7.1,1,Semi-Furnished,4.2,35891516
4979,4,3,1,1,1,12.54,1,Furnished,2.8,39167265
2281,4,2,3,27,1,21.62,0,Semi-Furnished,3.3,20102410
2695,5,4,4,30,2,4.89,1,Furnished,4.2,26291501
2955,4,5,2,19,3,1.6,0,Unfurnished,3.9,26197643
3041,1,2,2,26,3,8.55,0,Semi-Furnished,2.5,22774955
2328,1,4,2,17,2,31.2,0,Semi-Furnished,2.5,18874402
3333,4,4,3,5,0,33.31,0,Furnished,3.3,26453741
4254,2,5,3,1,0,13.41,0,Furnished,3.7,34100490
3740,6,4,4,27,0,29.63,0,Semi-Furnished,2.6,30603871
2077,4,5,4,0,1,24.56,0,Semi-Furnished,2.6,19981890
3930,6,1,2,10,1,11.05,0,Furnished,4.9,33092619
676,5,3,1,24,2,27.81,0,Unfurnished,4.9,10750605
2087,1,5,3,6,3,10.18,0,Unfurnished,3.0,19455833
3520,5,4,3,31,2,25.76,0,Unfurnished,4.0,29509964
2893,1,1,3,7,0,18.76,1,Unfurnished,3.3,21631210
1734,5,1,4,13,1,5.19,0,Semi-Furnished,4.0,18103359
1643,2,5,2,15,0,15.33,0,Furnished,4.2,15533289
2111,6,5,2,24,0,30.92,0,Unfurnished,4.1,20943710
4147,6,5,1,23,2,9.13,1,Unfurnished,4.7,36467500
2581,4,5,4,11,2,19.09,0,Unfurnished,3.2,24033254
4001,3,4,2,9,2,15.55,0,Semi-Furnished,4.4,33012368
4750,4,2,1,22,3,21.43,1,Unfurnished,4.2,37492785
3780,3,5,3,6,0,13.87,1,Semi-Furnished,4.3,31235246
1398,6,1,1,19,2,27.96,1,Furnished,4.5,16436005
2385,5,4,4,14,1,34.77,0,Furnished,2.7,22683530
840,6,1,3,7,2,34.5,1,Semi-Furnished,4.0,13274869
2475,2,5,3,22,0,34.56,1,Unfurnished,3.7,19987978
3910,2,1,2,32,1,26.81,1,Unfurnished,3.7,28805709
1757,3,3,4,14,3,29.38,0,Furnished,3.2,16851998
2702,2,2,2,17,3,29.31,0,Furnished,4.9,22662928
1650,1,1,2,15,1,20.78,0,Semi-Furnished,3.1,12801128
1349,6,2,1,30,1,18.99,0,Unfurnished,2.7,14574991
3936,2,2,3,29,2,5.1,1,Unfurnished,3.4,29747352
1917,3,5,2,4,0,10.84,0,Unfurnished,3.7,18180379
2447,6,2,1,31,2,34.76,0,Semi-Furnished,3.3,22510625
1789,5,2,1,30,2,20.07,0,Furnished,3.4,18483493
515,1,5,1,13,3,8.27,0,Unfurnished,2.7,7306780
1630,5,3,3,9,1,23.02,0,Furnished,2.6,17644130
1282,6,2,1,1,2,28.29,0,Unfurnished,5.0,15962541
777,5,1,4,19,1,25.87,1,Semi-Furnished,2.7,10299972
2889,5,2,2,20,1,20.25,0,Semi-Furnished,3.4,25069922
3574,1,5,3,16,3,32.21,0,Unfurnished,4.6,27800338
3282,4,4,4,15,2,4.76,1,Furnished,3.4,28854795
3655,4,1,4,12,0,12.92,1,Furnished,4.9,30102389
2281,6,4,4,19,1,20.01,1,Unfurnished,4.7,22886798
2778,5,4,4,21,0,27.87,1,Semi-Furnished,2.7,23489266
3758,5,4,1,10,0,7.86,1,Furnished,4.3,32895755
2394,5,2,4,27,0,14.02,1,Furnished,4.4,22623129
1359,4,1,2,32,2,4.18,1,Semi-Furnished,3.6,14382710
4653,5,2,2,31,3,20.15,1,Unfurnished,3.0,35615517
3599,1,1,2,24,2,8.6,1,Furnished,4.0,27274909
3826,6,5,3,19,3,28.67,0,Furnished,2.7,33434851
3009,6,4,2,23,1,27.76,1,Unfurnished,3.4,27466244
4126,6,2,1,17,3,31.91,0,Semi-Furnished,3.0,32743002
4766,2,4,2,16,1,33.25,0,Furnished,3.6,35280954
734,4,3,3,0,2,13.73,0,Furnished,2.9,11416425
424,1,5,1,20,3,26.83,0,Furnished,3.1,8469983
4268,6,2,3,1,2,4.1,1,Furnished,3.4,36460983
4393,3,5,1,23,2,15.28,1,Semi-Furnished,2.8,35951133
3736,1,4,2,28,1,22.24,0,Unfurnished,2.6,27562322
3731,1,3,3,28,1,26.45,0,Unfurnished,3.8,26540462
3096,2,3,1,13,0,21.17,1,Unfurnished,3.6,24109756
1781,3,4,2,32,3,13.66,0,Semi-Furnished,3.0,16762051
4676,5,3,4,20,2,6.53,0,Furnished,4.1,36865998
3509,6,4,3,28,0,31.04,1,Furnished,3.4,30254743
4036,2,3,3,2,3,12.19,0,Furnished,2.9,31539203
4855,6,2,3,16,0,14.11,1,Unfurnished,3.2,37634936
1647,4,3,3,19,2,19.42,1,Unfurnished,4.9,17162637
2296,2,5,3,20,1,19.42,1,Semi-Furnished,4.0,20294257
4186,3,2,3,1,3,16.78,1,Furnished,3.6,33597266
3748,2,3,1,17,1,34.27,1,Unfurnished,3.9,28742534
1972,3,3,3,13,2,19.96,0,Furnished,3.3,17860273
4583,3,4,2,14,0,10.33,0,Semi-Furnished,3.6,34874692
1428,1,4,1,9,2,1.5,0,Semi-Furnished,2.6,13635233
1483,3,1,2,8,3,13.43,1,Semi-Furnished,4.5,15846998
1587,2,1,1,34,3,15.46,0,Furnished,3.7,14976398
917,1,4,3,20,3,15.61,1,Furnished,3.6,10847598
425,5,5,2,31,0,29.07,0,Furnished,4.4,9216607
2929,2,3,2,15,0,29.65,0,Semi-Furnished,4.1,22496442
1436,2,1,3,21,3,4.98,1,Unfurnished,2.6,13191930
3052,1,2,1,26,3,6.02,1,Semi-Furnished,2.8,23855532
2523,4,5,3,30,1,5.76,1,Furnished,4.1,24043146
870,2,4,1,20,1,9.88,0,Unfurnished,3.7,9899958
4459,6,2,4,3,3,11.68,0,Semi-Furnished,3.6,36118334
1709,5,2,4,10,0,16.73,0,Furnished,2.8,16740195
3709,5,1,3,6,2,10.45,0,Unfurnished,2.6,29453015
1656,5,2,3,3,2,1.21,1,Semi-Furnished,3.8,18524985
3631,3,2,1,27,0,22.49,0,Furnished,4.3,29016012
2301,6,2,4,7,2,27.35,1,Semi-Furnished,4.9,23762288
3861,2,5,1,6,2,34.92,1,Unfurnished,3.6,31201012
3876,4,5,2,28,2,23.12,0,Semi-Furnished,2.6,31017346
2321,6,1,1,4,1,18.61,1,Semi-Furnished,4.1,22658814
4925,1,2,2,11,0,19.81,1,Furnished,3.8,35901493
4151,4,3,4,13,1,17.19,1,Furnished,3.7,33482442
1919,6,5,4,5,3,2.42,1,Semi-Furnished,3.0,23616293
3473,3,2,4,15,0,25.53,0,Furnished,4.1,26491658
4686,3,1,2,20,2,26.8,0,Semi-Furnished,4.5,34904182
3410,4,3,4,24,2,12.1,0,Semi-Furnished,4.1,28052827
4811,4,2,4,20,3,5.32,1,Semi-Furnished,4.8,38453317
4187,4,3,3,16,2,15.93,0,Semi-Furnished,4.9,33467645
4224,4,4,2,27,3,29.08,1,Unfurnished,4.9,33242803
2482,1,5,4,9,2,26.4,1,Furnished,3.7,22167231
3701,1,1,4,18,1,19.97,1,Furnished,4.9,27932443
1386,3,1,2,4,0,19.87,0,Unfurnished,2.5,11480188
2771,4,4,3,14,1,16.7,1,Unfurnished,4.2,25228910
3019,5,2,4,10,2,27.8,1,Semi-Furnished,4.7,27151575
1850,6,5,4,13,3,20.25,0,Furnished,3.8,21742342
4963,1,2,4,9,2,22.71,0,Furnished,2.7,35182720
778,5,5,1,23,3,13.42,1,Furnished,4.1,14146543
1064,5,4,2,20,3,4.93,0,Furnished,3.9,15845947
4853,1,3,3,13,3,7.67,1,Semi-Furnished,2.7,36313803
726,4,3,4,16,3,18.74,1,Semi-Furnished,4.0,11504080
698,5,3,3,15,2,32.65,1,Unfurnished,4.9,11545197
1030,3,5,2,33,2,14.66,0,Semi-Furnished,3.0,12094152
2681,6,2,2,26,2,21.08,1,Semi-Furnished,2.7,24606912
3678,3,1,2,23,0,8.63,0,Furnished,4.6,29165052
3794,6,5,4,33,1,18.19,0,Semi-Furnished,4.6,32565933
2366,5,3,2,24,0,11.92,0,Semi-Furnished,3.7,22406551
2927,6,4,2,27,1,3.68,1,Furnished,5.0,27256187
2698,6,2,3,5,3,14.84,1,Semi-Furnished,3.6,26015314
536,2,2,4,33,1,12.13,0,Semi-Furnished,3.7,7827295
3642,3,1,3,29,3,23.37,0,Semi-Furnished,3.2,27441467
1272,1,2,4,27,0,3.78,0,Unfurnished,4.9,10879749
2052,2,1,4,27,2,18.54,0,Unfurnished,2.8,16304780
3724,1,5,3,1,2,6.55,0,Semi-Furnished,4.4,30392550
4142,2,3,2,8,0,31.8,1,Unfurnished,3.8,31627851
3270,5,3,4,9,3,23.36,0,Furnished,2.8,29007212
3508,6,2,1,14,0,7.57,1,Unfurnished,3.8,30521515
1244,1,2,3,20,2,18.62,1,Unfurnished,2.9,11667299
1016,5,4,3,23,2,21.88,0,Semi-Furnished,2.8,12636133
1554,5,3,4,30,3,3.13,1,Unfurnished,4.9,18175714
1656,6,3,2,20,2,9.68,1,Semi-Furnished,4.2,18797583
4566,2,1,1,17,0,1.48,0,Semi-Furnished,3.3,34149410
2392,4,5,4,3,1,5.68,0,Furnished,2.7,23077824
4993,2,2,1,17,3,16.65,0,Furnished,3.0,37262295
1669,4,3,3,9,2,21.02,1,Semi-Furnished,4.8,18150107
1416,2,4,3,20,1,19.04,0,Unfurnished,4.3,13693404
4964,5,2,1,21,0,4.23,0,Semi-Furnished,4.9,39221315
2203,2,4,1,17,0,3.06,1,Furnished,3.4,20549120
1480,1,3,3,22,2,5.29,0,Furnished,3.0,12771466
1084,6,4,3,7,1,7.48,0,Unfurnished,4.0,15149680
2214,2,4,2,29,3,29.23,0,Furnished,4.0,19368136
2579,3,2,3,29,0,19.65,1,Unfurnished,3.5,21006446
558,4,4,1,31,3,27.58,1,Semi-Furnished,2.7,9603171
