area_sqft,bedrooms,bathrooms,floors,age_years,parking,distance_city_km,near_metro,furnishing,locality_rating,price_inr
2339,1,5,4,6,0,11.65,1,Semi-Furnished,4.7,20128582
2035,2,4,1,0,1,26.37,1,Furnished,4.6,19144073
2098,4,3,4,12,2,11.92,0,Unfurnished,2.5,18849180
4927,4,5,2,16,1,14.02,1,Semi-Furnished,2.6,39243278
2491,1,4,1,0,3,19.9,1,Semi-Furnished,4.4,22465010
2295,3,2,3,0,0,18.38,0,Unfurnished,4.7,19782271
4640,2,2,3,18,1,10.37,1,Semi-Furnished,2.7,34183416
3798,3,1,4,29,1,21.72,1,Unfurnished,4.3,29323095
1473,3,5,3,12,1,13.05,1,Semi-Furnished,4.0,16505030
2802,1,5,2,6,1,16.58,0,Unfurnished,3.5,22305940
3612,5,5,3,19,0,13.83,1,Unfurnished,4.3,31770940
4437,1,3,3,8,1,27.68,0,Semi-Furnished,4.6,32121254
1551,6,3,1,12,0,19.37,1,Unfurnished,4.4,17638201
2845,5,5,4,19,1,34.58,0,Semi-Furnished,4.0,25665230
2356,2,4,3,24,2,17.78,1,Unfurnished,2.9,19875777
4958,5,3,4,4,1,31.29,0,Unfurnished,2.7,38404869
4307,1,5,1,24,0,20.51,0,Semi-Furnished,3.3,32067419
1207,1,3,3,11,2,31.37,0,Semi-Furnished,3.4,10532078
586,3,1,3,25,3,23.58,1,Semi-Furnished,3.7,8041049
4924,1,2,1,21,3,5.1,0,Unfurnished,3.3,35035773
1707,6,1,1,0,2,4.2,1,Unfurnished,3.6,20040482
2684,1,5,3,7,2,26.99,0,Semi-Furnished,5.0,22741980
1157,4,2,2,2,0,24.25,1,Semi-Furnished,3.5,12677202
4631,4,4,4,21,3,16.32,1,Semi-Furnished,3.4,38202901
4254,3,5,4,20,0,15.6,1,Unfurnished,3.7,34592783
4666,5,4,4,20,2,23.47,1,Semi-Furnished,4.3,38468266
2606,5,4,2,30,0,19.88,1,Semi-Furnished,4.7,23364450
3958,4,3,4,0,2,7.89,0,Unfurnished,3.4,32123043
1980,6,3,1,26,3,30.76,0,Unfurnished,4.4,20154850
1361,2,2,1,1,1,24.91,0,Unfurnished,2.6,12724011
4247,6,2,3,28,2,23.15,1,Unfurnished,4.0,34920592
3975,4,3,2,0,0,17.2,1,Furnished,4.6,33259620
1275,6,2,2,7,2,33.15,0,Semi-Furnished,3.0,15029902
2818,2,1,3,34,2,1.37,0,Semi-Furnished,4.0,22882063
4598,5,5,2,34,1,24.75,1,Unfurnished,4.9,37326596
1401,4,1,4,6,0,34.41,0,Furnished,2.9,13439161
3784,1,5,3,22,2,21.09,0,Unfurnished,4.7,29128388
4466,2,3,4,22,0,21.17,1,Furnished,4.3,33410867
3245,2,1,4,18,3,27.99,1,Furnished,3.3,24727538
1881,2,4,3,14,0,1.81,1,Furnished,4.5,18724471
3701,5,1,1,7,0,4.93,0,Semi-Furnished,4.3,30179242
1057,6,2,3,32,1,29.75,1,Furnished,4.3,13623602
3180,3,1,2,34,0,23.33,0,Unfurnished,4.6,23731301
822,1,3,4,12,3,34.41,1,Furnished,3.3,10035498
4081,4,3,4,30,0,14.85,0,Semi-Furnished,4.8,31800120
4666,6,2,2,6,0,16.2,1,Unfurnished,3.0,36907707
3110,2,5,3,19,1,23.57,1,Furnished,3.2,25174365
852,5,2,1,7,0,7.14,1,Semi-Furnished,3.4,12503475
2797,2,5,2,13,0,10.79,1,Unfurnished,4.2,24332236
2375,6,3,1,29,3,30.25,0,Unfurnished,2.7,21361249
2057,4,3,4,8,1,28.3,0,Unfurnished,3.1,18266783
2941,1,5,3,12,1,20.42,0,Furnished,3.6,23154464
3475,2,1,3,11,2,13.2,0,Unfurnished,3.4,26267371
3564,5,1,4,1,0,22.63,0,Semi-Furnished,4.9,28561166
3366,5,2,2,20,2,6.87,0,Unfurnished,2.9,27396173
2453,3,3,4,28,1,15.73,1,Semi-Furnished,2.6,21387448
687,5,1,2,19,0,18.1,0,Furnished,3.6,10328808
3617,3,3,4,8,2,16.69,0,Semi-Furnished,2.8,29480736
4254,1,2,1,14,3,15.24,1,Furnished,3.8,33623922
1847,4,4,3,32,1,13.77,0,Semi-Furnished,2.6,17032985
1007,3,3,1,6,0,20.66,1,Unfurnished,4.8,12790901
4952,2,4,2,2,3,13.16,0,Unfurnished,3.2,36007817
2164,6,3,2,22,1,21.05,1,Unfurnished,3.3,21005210
1625,2,5,4,21,2,18.68,0,Unfurnished,3.7,15030136
1635,4,4,1,12,1,13.01,1,Unfurnished,3.1,17080323
1429,5,5,3,8,3,27.68,1,Furnished,3.2,18204404
3071,6,5,2,33,2,2.46,1,Unfurnished,4.7,28998511
4362,2,2,4,11,1,10.17,1,Furnished,4.7,34014251
4942,6,2,3,33,0,17.85,1,Furnished,2.6,39066566
3577,3,1,4,32,2,32.03,0,Furnished,3.0,27363971
4122,4,4,2,34,1,3.45,1,Semi-Furnished,3.8,33701844
1875,2,1,3,27,0,20.85,0,Furnished,5.0,15663068
3296,5,4,4,2,3,6.78,1,Furnished,4.9,31429166
1208,6,2,2,11,1,1.41,1,Furnished,4.4,17083270
1378,5,2,4,12,3,30.47,0,Semi-Furnished,3.6,14128294
2863,6,2,4,2,0,30.8,1,Semi-Furnished,4.7,26741648
1125,2,4,4,17,2,10.35,1,Unfurnished,3.9,12250930
2901,4,2,3,25,0,30.26,0,Semi-Furnished,2.8,22504237
3762,1,1,3,9,1,13.82,0,Semi-Furnished,3.3,27014198
1616,2,5,2,3,1,2.61,1,Furnished,4.8,18664939
4451,5,4,4,11,1,8.63,1,Furnished,4.9,37891497
2597,1,5,3,15,3,23.12,0,Furnished,4.7,22073367
3206,4,1,3,16,2,8.01,0,Semi-Furnished,3.3,26501952
1178,5,3,4,30,1,20.62,0,Furnished,4.7,15416522
1372,4,2,2,25,3,7.21,0,Furnished,2.6,14712512
3210,6,1,1,1,0,8.09,0,Semi-Furnished,4.4,27438570
2523,2,3,4,28,1,23.97,1,Furnished,4.9,20750188
998,4,4,2,29,3,30.58,1,Unfurnished,3.2,11890921
3741,5,1,1,10,1,26.44,1,Furnished,2.5,30343997
624,2,4,2,33,3,2.97,1,Furnished,4.5,10671574
1240,5,5,1,6,0,32.38,1,Unfurnished,3.3,15522019
2214,5,5,1,28,1,6.45,1,Semi-Furnished,2.9,22261197
1506,1,4,2,32,1,25.73,1,Furnished,2.8,12575347
524,3,5,3,26,0,25.75,0,Unfurnished,2.6,7515621
3646,4,5,2,15,3,16.35,0,Semi-Furnished,4.9,31403471
3331,4,2,1,16,3,20.18,1,Unfurnished,4.2,28005925
4525,1,4,4,10,3,4.26,1,Semi-Furnished,3.5,34922458
3371,6,4,1,13,3,34.08,1,Semi-Furnished,4.3,30585395
2417,4,3,1,12,2,3.2,1,Unfurnished,4.3,22614944
2815,1,2,2,34,3,31.94,1,Furnished,4.5,21189911
4990,4,1,1,25,3,9.47,0,Unfurnished,3.2,37838679
3496,4,2,4,24,3,14.31,0,Semi-Furnished,4.5,28196763
2009,5,1,3,11,2,26.77,1,Furnished,2.8,18845232
1117,1,4,4,3,0,30.89,0,Furnished,3.2,11795636
3961,6,2,3,26,2,24.64,1,Semi-Furnished,4.8,33225410
1416,4,3,4,7,0,5.13,1,Furnished,3.3,15821159
3965,6,5,3,7,0,12.97,1,Unfurnished,4.8,35546297
4870,3,1,2,28,3,21.74,0,Furnished,3.8,35115046
2360,1,5,3,2,2,34.54,1,Furnished,3.4,19211440
1448,1,4,2,20,3,14.78,0,Furnished,3.6,13928690
1757,1,4,4,30,2,11.29,0,Furnished,2.6,15549569
3826,5,4,1,12,1,10.53,1,Unfurnished,3.3,33303860
515,1,5,2,30,1,30.04,0,Unfurnished,2.8,6485529
2495,5,4,3,16,0,6.8,1,Unfurnished,4.6,24651397
2201,3,4,2,31,1,22.92,1,Furnished,4.7,20935886
2546,2,5,2,23,1,29.84,0,Semi-Furnished,4.5,21325950
2020,5,4,2,1,1,30.01,0,Unfurnished,2.6,19373306
3350,4,1,2,2,1,5.43,0,Furnished,2.7,27300151
4192,1,2,1,25,1,27.97,1,Semi-Furnished,3.5,30902264
3341,2,1,2,1,1,32.26,1,Unfurnished,3.6,24869096
1377,5,4,4,32,0,27.61,1,Furnished,4.9,15000108
3466,6,4,2,33,3,24.86,1,Furnished,4.3,30772415
1183,6,4,2,25,2,18.57,0,Furnished,3.8,16228821
640,4,4,1,33,0,27.1,1,Unfurnished,3.9,9058554
1953,2,5,4,13,3,20.59,1,Furnished,4.2,19625757
4978,3,2,1,30,2,14.86,1,Semi-Furnished,4.2,37935764
1412,5,5,1,19,0,17.79,1,Furnished,5.0,18276051
586,6,5,4,9,2,23.25,0,Furnished,5.0,13398629
2281,6,4,4,19,1,20.01,1,Unfurnished,4.7,22886798
4986,5,1,2,32,3,23.75,0,Unfurnished,4.3,36363421
830,6,1,4,1,2,34.38,1,Unfurnished,3.9,11639521
638,3,3,2,11,0,9.87,1,Unfurnished,2.8,8647197
2745,6,2,1,15,0,34.86,1,Furnished,5.0,25348179
475,5,3,2,8,0,2.84,1,Unfurnished,4.5,9892266
1756,1,5,2,10,1,21.67,1,Semi-Furnished,4.4,16702044
2730,6,3,4,20,0,32.76,0,Unfurnished,3.9,24318826
2302,5,3,1,11,1,4.48,0,Unfurnished,2.8,21379478
4413,1,3,4,3,1,34.67,1,Semi-Furnished,2.8,32394438
2459,6,2,1,25,1,32.23,1,Unfurnished,3.8,21881125
540,6,1,3,18,0,30.04,1,Furnished,3.7,10299597
2189,5,1,1,16,3,18.92,1,Semi-Furnished,4.2,21060089
4026,4,3,1,0,3,8.27,1,Semi-Furnished,4.7,34409619
416,4,2,1,7,2,4.03,0,Unfurnished,2.5,7533542
4748,2,1,1,29,1,3.2,1,Furnished,4.0,36029677
864,4,4,2,23,3,20.99,0,Furnished,3.6,12025850
4871,3,1,4,16,0,24.88,0,Semi-Furnished,3.0,34806877
2227,2,1,1,29,2,8.5,0,Semi-Furnished,3.2,18779963
3428,4,2,2,8,2,17.64,0,Furnished,4.8,28518058
919,1,2,4,1,0,18.97,0,Unfurnished,4.3,8534420
489,5,1,2,25,0,31.49,1,Furnished,4.8,8717765
3251,4,4,1,31,1,5.28,1,Semi-Furnished,3.3,28533133
3243,1,4,4,26,0,28.12,1,Furnished,3.2,25243502
2284,2,3,1,10,0,27.22,0,Unfurnished,3.1,18491564
4571,5,3,3,0,1,24.16,0,Furnished,3.8,37611694
1325,4,1,2,17,0,9.43,1,Furnished,4.1,13839868
4134,2,1,1,7,1,2.75,1,Unfurnished,4.4,31422936
1369,4,1,4,26,3,27.61,0,Unfurnished,2.8,12689457
1494,2,4,4,17,2,20.04,1,Unfurnished,3.1,14142207
3595,4,5,2,8,1,22.35,0,Furnished,3.4,30679932
1804,1,3,3,1,2,29.98,0,Semi-Furnished,2.6,14486187
3764,3,3,1,16,2,5.49,0,Unfurnished,4.3,30857596
4690,1,5,4,10,3,8.01,0,Furnished,2.9,36342884
4382,5,1,3,5,2,15.31,1,Semi-Furnished,3.5,34787563
4723,4,3,4,4,3,13.03,0,Semi-Furnished,4.9,37983826
4413,3,4,2,11,3,33.3,0,Semi-Furnished,4.2,34697909
4956,3,5,4,34,1,11.82,0,Furnished,4.0,39084696
3492,5,4,3,23,2,31.58,1,Furnished,2.7,29189082
4559,5,1,4,29,1,19.09,1,Furnished,2.7,35806671
2474,3,3,3,16,1,4.27,1,Unfurnished,4.1,22488316
684,5,4,2,5,1,23.88,0,Furnished,3.3,11765592
1587,5,5,2,31,1,26.41,1,Furnished,3.2,18608868
4369,4,1,2,33,0,6.55,0,Unfurnished,3.3,31421048
3365,1,3,4,15,1,15.27,1,Semi-Furnished,4.1,26025292
4719,6,3,2,6,3,6.04,0,Furnished,2.9,38876212
1183,2,1,2,31,2,7.02,1,Semi-Furnished,4.9,12334534
1349,3,1,2,16,3,24.38,1,Unfurnished,4.9,13914841
4339,2,1,3,31,3,17.84,1,Furnished,4.2,32873253
444,3,4,2,13,0,2.09,1,Furnished,4.9,9457096
2210,3,2,4,25,0,32.78,1,Semi-Furnished,3.4,18869770
4966,1,3,4,8,3,24.48,0,Furnished,3.0,36323279
2481,3,4,2,12,0,2.8,1,Unfurnished,3.0,21901013
3898,3,5,4,24,3,25.49,1,Unfurnished,3.8,31198557
1229,1,3,2,11,1,29.48,0,Unfurnished,3.0,10956832
2309,5,2,2,15,0,14.79,1,Unfurnished,3.0,22010875
2981,6,5,4,29,2,26.65,0,Furnished,4.7,29140366
1091,2,3,1,20,3,10.86,0,Furnished,3.4,12332626
4419,3,2,4,23,0,5.12,1,Semi-Furnished,4.3,34643034
1331,1,1,3,4,0,34.0,0,Furnished,4.8,11370695
3806,3,2,3,32,0,1.15,0,Furnished,3.2,28851528
547,1,3,1,30,3,18.8,0,Semi-Furnished,3.7,7415579
1432,2,2,3,8,2,4.34,1,Furnished,4.2,15808449
1711,4,3,4,34,1,21.28,1,Furnished,3.0,16132867
787,5,3,4,7,1,1.16,1,Semi-Furnished,4.0,12864330
3521,4,2,3,10,1,3.12,1,Furnished,5.0,29969576
2273,1,2,2,16,3,24.98,0,Semi-Furnished,4.9,18699062
3988,3,5,3,15,2,28.53,1,Semi-Furnished,4.1,31894227
1315,5,5,1,19,0,28.0,0,Unfurnished,3.5,14701416
2278,2,4,3,26,2,6.91,0,Semi-Furnished,3.1,19691359
4148,6,3,1,13,1,1.18,0,Semi-Furnished,4.6,35002100
677,5,5,1,21,2,26.47,0,Semi-Furnished,4.2,12193098
2377,3,4,4,6,3,7.23,0,Furnished,4.5,23248367
2259,4,3,3,10,3,11.84,1,Unfurnished,4.7,21168866
3436,1,4,2,16,1,10.34,1,Furnished,4.9,27652550
3771,4,5,1,12,2,32.68,1,Furnished,2.8,31914513
2582,5,4,3,16,2,30.82,0,Unfurnished,3.6,23950135
1570,6,2,3,10,0,16.42,0,Semi-Furnished,4.0,17239055
889,3,4,4,3,3,27.93,1,Unfurnished,2.8,11699299
2925,1,1,2,15,0,26.34,0,Furnished,2.8,20090284
1582,3,1,2,30,2,16.99,1,Unfurnished,2.5,14273195
4879,3,4,3,20,2,4.27,0,Unfurnished,4.1,37806754
4658,6,1,2,32,0,27.31,0,Furnished,4.1,36610546
2888,5,4,1,12,0,24.04,1,Semi-Furnished,3.6,26340797
2276,4,4,4,28,2,6.32,1,Semi-Furnished,3.0,21613629
2862,3,4,3,14,2,17.54,1,Furnished,3.3,26180337
2030,3,1,2,9,0,28.03,1,Unfurnished,4.1,17074497
687,3,3,3,32,1,27.12,1,Furnished,3.6,9560189
4682,1,4,2,14,0,34.02,0,Unfurnished,4.9,34020107
2307,3,4,1,12,3,16.75,1,Unfurnished,4.1,21749752
1561,3,2,3,34,3,29.09,1,Furnished,3.8,15320350
529,5,2,4,20,3,1.25,1,Semi-Furnished,2.6,10727181
2763,3,5,2,29,1,22.85,1,Unfurnished,4.2,23442035
543,6,1,4,6,3,10.48,1,Furnished,3.9,12313198
415,6,3,4,23,1,6.31,1,Furnished,4.1,11221935
644,3,4,1,15,2,26.1,0,Unfurnished,3.5,8769228
1326,6,4,1,4,3,13.62,0,Furnished,3.8,17980923
3578,5,1,2,5,1,21.87,1,Semi-Furnished,4.8,29915019
2576,1,5,3,1,2,29.24,0,Semi-Furnished,3.0,21543024
1286,6,5,2,2,0,19.28,1,Semi-Furnished,3.0,17969009
740,6,2,2,9,2,15.95,1,Furnished,2.6,12342260
2451,4,1,1,23,2,22.11,1,Furnished,3.3,21372640
3798,5,5,2,32,1,34.87,1,Semi-Furnished,4.6,32036978
4350,6,5,2,19,2,5.31,0,Unfurnished,3.1,36555788
705,1,3,3,21,2,10.22,0,Unfurnished,4.6,8288440
1307,4,2,2,31,1,32.76,0,Unfurnished,3.9,12519691
3054,3,2,3,29,0,34.82,0,Unfurnished,3.0,22264182
4192,5,2,2,2,0,19.97,0,Semi-Furnished,2.8,32142709
4442,6,5,1,3,0,1.59,0,Semi-Furnished,4.2,37548227
1771,3,4,2,3,2,29.23,0,Semi-Furnished,3.1,17054938
720,5,5,3,30,0,22.44,0,Unfurnished,4.8,11165417
4459,4,5,4,8,0,18.86,0,Semi-Furnished,4.5,35582029
1531,6,1,3,29,3,33.83,1,Semi-Furnished,4.5,17060753
2978,1,2,2,28,3,5.53,0,Semi-Furnished,2.6,22813433
4442,5,2,2,24,1,12.72,0,Unfurnished,3.1,35620743
3767,1,3,2,34,0,22.29,1,Semi-Furnished,3.6,27327298
1217,3,2,3,24,3,1.16,0,Unfurnished,3.1,13529720
411,3,5,3,10,2,30.42,0,Unfurnished,3.3,8576693
594,4,1,1,25,2,26.91,0,Semi-Furnished,2.9,7042949
2937,4,3,2,24,0,8.99,0,Semi-Furnished,2.8,25011242
3242,2,5,4,20,3,11.47,1,Furnished,3.4,27803510
2629,2,5,3,1,1,11.39,0,Furnished,4.8,22893017
3409,4,3,3,9,0,30.28,1,Semi-Furnished,4.7,28754973
2477,6,5,3,34,1,11.92,1,Unfurnished,3.8,25716260
4267,3,5,3,32,0,10.49,1,Semi-Furnished,4.2,33716850
843,1,1,4,30,2,26.15,0,Furnished,3.3,7676386
697,4,1,1,3,2,20.68,0,Furnished,2.9,10117342
1244,6,1,4,2,3,13.22,1,Furnished,2.7,15615547
1415,1,2,4,4,3,20.59,0,Unfurnished,3.6,11913244
1784,2,3,3,16,0,32.26,1,Unfurnished,3.7,15603780
1797,1,1,3,12,0,16.32,1,Semi-Furnished,3.6,14738754
953,4,5,2,0,1,1.16,1,Unfurnished,3.9,15106250
2750,3,2,1,22,2,25.95,0,Unfurnished,3.8,22391800
4916,4,3,1,24,2,34.94,0,Furnished,4.2,37702628
1669,5,1,1,30,0,2.78,0,Furnished,4.6,17085893
1660,6,1,2,12,1,21.79,0,Semi-Furnished,4.7,17694892
584,6,3,1,0,2,14.55,0,Furnished,3.3,11621827
4963,6,1,4,33,0,20.19,0,Semi-Furnished,4.1,37557559
2810,5,3,3,28,0,11.47,0,Unfurnished,4.9,24069024
4831,5,3,4,30,3,26.61,0,Semi-Furnished,3.9,37154782
2609,3,5,4,7,1,4.17,0,Furnished,4.1,24005559
4072,6,3,1,1,3,4.06,1,Furnished,4.6,37146893
2281,4,4,3,11,0,19.37,1,Furnished,2.8,20630444
4696,5,1,1,32,2,11.91,0,Semi-Furnished,2.9,35872382
921,4,5,1,29,2,32.39,1,Unfurnished,4.8,13151089
2287,2,2,3,26,2,7.54,1,Semi-Furnished,4.9,20109002
2952,6,4,2,24,1,27.38,0,Furnished,3.1,26778444
4209,5,3,2,32,1,34.14,0,Furnished,2.7,31965428
4555,5,2,2,15,0,12.11,1,Furnished,4.5,36881961
4816,3,2,3,31,2,32.2,0,Unfurnished,3.1,34323985
3879,4,2,4,23,1,11.78,1,Unfurnished,4.2,31161566
1809,3,2,4,1,1,19.84,0,Unfurnished,2.9,15984521
2094,3,5,3,1,2,1.01,0,Semi-Furnished,3.5,20715310
926,4,5,1,19,3,9.98,0,Furnished,3.7,14270943
3060,2,2,1,26,1,2.79,0,Furnished,3.4,24265426
2572,4,4,3,21,0,2.02,1,Semi-Furnished,4.1,24392484
679,2,1,1,18,0,34.85,1,Furnished,4.6,8232500
3364,3,1,1,6,1,27.01,0,Unfurnished,3.9,25589089
4377,2,5,2,2,0,12.44,0,Furnished,3.9,33511608
3069,6,4,3,33,0,24.16,0,Furnished,3.7,28050869
3293,2,4,2,22,1,18.92,1,Unfurnished,4.9,26311328
2151,2,3,4,4,1,32.21,1,Semi-Furnished,2.5,17377234
4381,5,5,4,2,2,9.47,0,Unfurnished,2.8,36604173
2761,5,4,4,23,0,18.42,0,Furnished,3.5,24583797
4827,3,4,4,26,0,1.22,1,Semi-Furnished,4.6,38352335
4531,4,1,1,33,1,25.73,0,Unfurnished,4.8,33073811
2108,2,4,1,20,2,20.65,0,Semi-Furnished,4.9,18957317
3086,6,4,2,11,0,22.19,1,Semi-Furnished,3.1,27929779
3295,5,2,3,31,0,25.68,0,Semi-Furnished,3.6,26916468
4935,4,1,1,21,1,13.97,1,Furnished,4.2,37886116
3176,6,1,3,33,2,6.32,1,Furnished,4.6,29107892
1519,2,2,2,22,0,7.26,0,Semi-Furnished,4.2,13058980
3388,4,1,4,0,0,25.89,0,Semi-Furnished,4.8,27572382
4659,6,3,1,3,0,34.8,0,Semi-Furnished,3.0,37376829
4643,1,3,4,16,3,16.28,1,Furnished,3.9,35654785
594,6,5,2,25,3,6.84,0,Semi-Furnished,3.7,12984180
1062,6,1,3,30,3,3.37,0,Semi-Furnished,4.6,15435932
879,2,1,1,32,0,17.37,0,Semi-Furnished,2.8,7552646
4618,4,3,3,27,3,25.35,1,Furnished,4.0,37520708
1823,2,5,3,9,3,21.47,1,Semi-Furnished,4.2,19182090
3108,2,5,4,8,2,10.91,0,Semi-Furnished,2.9,25153956
3575,1,3,1,25,1,21.21,1,Furnished,4.4,27881720
4214,6,3,2,33,0,19.47,1,Furnished,4.0,35446562
2414,4,2,1,13,2,8.37,0,Furnished,2.9,20443715
4189,3,5,3,25,0,14.91,1,Unfurnished,4.8,32238029
2843,5,5,4,30,1,30.77,1,Semi-Furnished,4.6,25597960
1311,2,2,3,27,3,26.59,1,Furnished,2.6,12580584
3613,2,3,3,16,1,32.61,0,Furnished,3.0,27367763
2764,2,2,1,11,1,31.33,0,Semi-Furnished,3.5,21188874
4029,2,2,3,26,0,9.41,1,Unfurnished,3.8,30318789
3872,5,4,1,0,1,30.31,1,Semi-Furnished,3.9,32925673
1080,3,5,1,32,2,21.91,0,Unfurnished,2.9,11552230
1009,1,3,3,12,2,33.71,1,Semi-Furnished,2.8,10250114
2556,3,4,4,4,0,7.66,0,Unfurnished,4.8,22507709
4266,5,4,3,27,1,12.69,1,Furnished,4.3,36235642
771,4,4,4,23,0,14.62,0,Furnished,2.8,10890465
1015,1,3,3,19,0,1.81,1,Semi-Furnished,4.7,11776252
2653,1,2,2,19,0,17.31,1,Unfurnished,3.1,20342335
4538,4,3,2,22,0,33.09,1,Furnished,3.5,34831045
1264,6,5,2,2,2,28.72,1,Furnished,4.1,17795288
1668,2,5,3,4,0,7.77,0,Furnished,4.1,16220164
1184,5,2,3,14,0,10.6,0,Furnished,3.8,15311904
4971,4,3,4,4,0,34.19,1,Furnished,2.8,37838041
4578,3,2,2,33,3,3.03,0,Unfurnished,3.3,34211681
2637,3,2,1,22,3,16.44,0,Unfurnished,3.7,21459429
4454,6,3,2,16,3,31.16,1,Furnished,4.8,37373196
1335,4,5,2,8,1,24.71,0,Unfurnished,3.4,15402435
4380,5,3,1,3,3,34.4,1,Unfurnished,4.5,35978128
2738,6,5,2,29,2,34.15,0,Semi-Furnished,2.5,24864577
725,6,1,2,13,0,26.58,0,Unfurnished,3.3,9154656
1934,6,1,4,29,0,17.54,0,Semi-Furnished,3.1,18227126
3880,1,1,2,30,3,22.22,1,Semi-Furnished,4.6,28239772
4261,1,4,1,0,2,27.99,1,Furnished,3.0,32547841
2385,2,5,1,26,1,10.96,0,Semi-Furnished,4.7,20941241
3178,5,5,2,1,1,16.59,1,Semi-Furnished,3.8,29983711
1670,3,3,3,9,1,23.69,1,Unfurnished,4.6,16781094
1040,3,5,2,23,0,10.23,0,Furnished,3.4,13240213
4478,2,3,1,19,0,23.34,1,Unfurnished,3.3,32121557
1767,3,4,1,15,0,5.96,1,Furnished,2.8,18213050
4442,6,3,1,17,3,15.26,0,Semi-Furnished,4.1,37402932
2975,2,1,3,34,0,4.47,0,Unfurnished,2.9,21678091
4003,2,3,3,29,2,29.68,1,Furnished,4.1,30683714
1981,4,3,3,4,1,11.29,1,Semi-Furnished,2.7,19618561
2386,1,3,2,10,3,32.49,0,Furnished,2.9,18591568
2640,5,5,1,3,3,27.79,1,Furnished,4.9,26961056
4366,5,2,2,10,1,11.72,0,Furnished,4.3,35531092
2505,1,2,2,11,1,21.52,1,Semi-Furnished,2.8,20002869
528,6,2,3,27,2,15.98,1,Unfurnished,3.5,10602042
4396,5,5,2,25,2,28.41,0,Furnished,2.8,35013829
1251,3,1,4,33,1,24.33,0,Unfurnished,3.7,10882189
4503,3,2,3,0,1,23.23,0,Unfurnished,4.8,34922619
2476,5,2,3,5,1,25.69,1,Unfurnished,3.3,22197692
3394,4,4,1,32,2,15.32,0,Semi-Furnished,4.4,28613352
4144,5,4,4,23,1,15.07,1,Semi-Furnished,2.8,34589122
3156,2,1,4,33,3,12.94,0,Unfurnished,3.4,22769249
2044,6,3,4,7,1,6.45,1,Furnished,3.2,22334632
4771,2,3,1,15,2,13.32,1,Furnished,3.0,36015397
3544,1,4,2,15,2,22.48,0,Semi-Furnished,3.2,27176271
642,6,4,2,15,2,11.68,0,Furnished,4.5,12524327
4485,6,1,1,33,2,7.59,1,Semi-Furnished,3.9,36586636
570,3,1,2,19,0,33.55,0,Semi-Furnished,4.4,8045004
1052,6,5,4,13,1,20.79,0,Furnished,3.6,15614709
3912,4,3,1,25,1,2.1,0,Semi-Furnished,3.3,31701136
1899,5,5,4,1,2,27.57,0,Semi-Furnished,4.5,20786112
2499,2,2,4,18,1,23.94,0,Furnished,4.2,21044333
2558,3,1,1,1,3,14.23,1,Semi-Furnished,3.7,22688267
2372,3,3,3,25,0,24.71,0,Furnished,4.5,20293902
4325,4,3,1,24,1,32.09,0,Semi-Furnished,2.7,32896196
2658,4,5,1,18,3,8.33,0,Semi-Furnished,2.9,24931326
4439,4,4,3,16,2,18.96,1,Furnished,4.3,36442075
2435,4,4,3,29,0,27.23,0,Semi-Furnished,3.6,20806094
3671,2,1,4,11,2,3.83,0,Furnished,4.8,28797472
1257,4,4,3,20,2,26.56,1,Unfurnished,4.3,15229493
4223,3,2,3,27,3,26.97,0,Unfurnished,2.5,30641887
1449,3,3,4,32,0,19.79,0,Semi-Furnished,4.5,13537769
4390,6,4,4,8,0,27.68,1,Semi-Furnished,3.9,37394819
698,5,1,4,17,1,23.79,0,Unfurnished,4.1,10113984
1323,3,2,4,23,2,12.03,1,Furnished,4.9,15424281
4632,3,5,1,31,1,5.97,1,Unfurnished,4.9,36792926
4706,2,5,4,22,1,33.72,1,Semi-Furnished,3.5,35297756
3199,6,2,1,11,1,20.57,1,Unfurnished,3.3,28134094
4462,3,1,4,33,2,25.22,1,Semi-Furnished,3.2,32724379
4445,1,5,1,25,2,19.39,1,Unfurnished,3.9,33337608
2202,3,3,1,5,3,26.27,1,Semi-Furnished,3.8,20698735
3113,5,3,1,4,1,6.2,1,Unfurnished,4.4,28231417
4906,5,1,1,22,0,8.53,0,Furnished,3.9,36975570
3253,6,1,3,14,0,30.03,1,Unfurnished,4.4,27415968
3057,6,3,1,31,2,2.86,0,Unfurnished,2.8,26999529
4922,4,1,3,12,2,16.52,1,Furnished,3.7,37723109
3746,2,2,3,27,1,7.49,1,Unfurnished,3.5,28553741
1871,5,1,1,32,3,20.36,1,Unfurnished,3.2,17813977
3349,1,3,4,7,1,16.83,0,Semi-Furnished,4.5,25796879
1341,1,4,3,15,3,26.11,1,Semi-Furnished,4.6,13422326
2307,4,1,1,31,3,11.49,0,Semi-Furnished,3.5,19292189
1643,2,5,2,15,0,15.33,0,Furnished,4.2,15533289
4823,2,2,3,12,2,8.97,1,Semi-Furnished,3.0,36016347
1866,6,2,4,19,2,4.5,0,Unfurnished,3.9,19009394
4357,3,2,2,18,1,8.71,0,Semi-Furnished,3.5,33829253
2366,1,5,3,10,3,31.55,0,Semi-Furnished,4.0,20534917
775,1,5,1,26,1,17.44,1,Semi-Furnished,2.5,9057590
662,1,2,1,15,3,19.28,1,Unfurnished,3.5,8077146
4762,1,2,1,8,3,26.19,1,Furnished,3.8,34997579
3788,5,2,1,12,0,30.38,1,Furnished,4.9,31977566
