area_sqft,bedrooms,bathrooms,floors,age_years,parking,distance_city_km,near_metro,furnishing,locality_rating,price_inr
2473,5,3,3,19,2,3.7,0,Semi-Furnished,3.2,23187034.749532267
1324,1,2,2,18,1,3.71,1,Unfurnished,2.9,11959738.86388667
4333,6,4,4,33,2,32.65,1,Semi-Furnished,3.2,35769719.163478896
555,1,5,4,31,2,33.56,1,Semi-Furnished,2.8,7563805.817607785
4634,3,3,1,25,1,26.41,0,Unfurnished,4.8,34555085.560834244
3128,2,3,3,30,3,14.78,0,Semi-Furnished,3.7,24816140.021669175
4599,4,5,1,27,1,21.77,0,Semi-Furnished,4.7,36579883.73212073
1049,2,1,4,15,3,26.97,0,Furnished,4.0,10660802.83653316
1262,4,4,3,33,0,20.22,0,Furnished,3.7,13943882.369080769
2290,6,5,1,34,0,28.03,1,Furnished,3.6,23052265.91680953
2714,1,5,4,12,2,30.57,0,Unfurnished,3.0,21226351.58019486
925,3,5,4,7,3,16.04,1,Semi-Furnished,3.9,13616619.377429016
4835,6,4,4,31,3,19.34,1,Semi-Furnished,3.6,40070295.05916394
3483,4,4,4,30,2,20.71,1,Semi-Furnished,3.0,29112567.783571582
4836,1,1,3,16,0,30.02,1,Semi-Furnished,4.1,33820623.43153942
2343,5,3,2,10,2,1.29,1,Furnished,4.1,24063453.06056609
897,4,4,2,6,3,17.63,1,Furnished,3.3,13800387.766146945
4381,2,5,1,0,0,8.83,0,Semi-Furnished,3.7,34063906.29625769
4274,4,4,2,26,3,31.54,1,Unfurnished,2.6,33712082.23567573
4160,6,4,1,1,2,15.83,1,Furnished,2.5,36191863.21544911
4952,2,4,2,2,3,13.16,0,Unfurnished,3.2,37397041.22528512
2958,1,2,3,3,2,8.16,1,Semi-Furnished,3.5,23677066.813972674
1641,1,2,3,14,3,1.99,1,Furnished,4.6,16160518.989992414
4395,4,1,1,14,2,34.57,1,Furnished,4.3,34251071.67408049
4617,2,2,2,5,2,21.65,1,Unfurnished,2.6,33962689.75984598
3311,6,5,2,4,1,29.63,1,Semi-Furnished,2.5,29910330.86300554
1479,4,4,4,14,1,8.26,0,Furnished,4.0,16732243.585471936
2431,1,3,4,15,1,13.72,1,Semi-Furnished,4.6,20364277.995755527
2203,6,2,4,5,0,4.85,1,Furnished,4.1,22840811.86188245
632,4,1,4,6,1,3.64,0,Furnished,4.8,10428710.115148533
1988,6,3,1,20,3,32.48,1,Furnished,4.0,21325223.184380863
915,1,3,2,9,1,5.69,0,Unfurnished,3.7,9574501.4742647
3963,6,2,1,0,1,19.29,0,Unfurnished,3.7,32581571.30196709
2483,4,1,3,17,1,30.74,0,Semi-Furnished,4.7,20721241.29241715
2542,4,2,4,19,1,18.67,1,Semi-Furnished,4.4,22612282.505630523
2147,4,5,2,7,0,21.13,1,Furnished,2.8,21163156.626529742
2913,2,5,4,32,3,5.74,0,Furnished,4.4,25348892.608675063
4716,4,1,1,4,1,24.58,0,Unfurnished,3.3,34899035.24162273
1373,1,1,2,6,1,19.35,1,Semi-Furnished,2.7,11736387.287755093
3405,5,3,4,31,2,19.64,1,Furnished,4.9,30019553.36710332
2666,5,2,3,18,3,19.74,0,Furnished,2.8,23810672.309178162
1671,6,5,1,10,2,17.16,0,Furnished,3.4,19895387.902724244
922,2,1,1,21,2,32.96,1,Unfurnished,3.9,9107300.495972306
1665,3,1,2,33,2,31.52,0,Unfurnished,2.8,13354834.541606061
3785,1,2,4,23,0,29.42,0,Semi-Furnished,3.6,26440903.23276773
561,3,4,2,0,3,14.85,0,Semi-Furnished,3.3,10039549.981431406
2862,3,1,3,28,3,26.09,0,Unfurnished,4.8,22571758.92089678
2914,2,5,3,34,0,5.14,0,Furnished,3.2,23952093.319958378
476,4,4,2,20,0,25.69,1,Unfurnished,4.7,9349401.126494361
2269,5,5,4,18,2,22.36,0,Semi-Furnished,2.9,22029495.74857704
1897,3,5,4,28,2,31.3,0,Semi-Furnished,2.7,17318599.856010523
4878,4,4,4,13,1,17.18,1,Semi-Furnished,4.6,39088321.62262687
2749,4,1,2,2,0,9.14,1,Semi-Furnished,2.7,23292512.259925567
3635,6,2,4,11,3,8.47,1,Unfurnished,4.7,32293188.87898758
2881,5,5,3,26,0,32.14,0,Semi-Furnished,3.5,25053705.933355212
1941,5,5,2,21,0,33.48,1,Unfurnished,2.5,18964731.136699315
2476,5,3,3,33,1,26.51,1,Unfurnished,3.2,21987662.15370202
1453,1,5,1,27,3,22.16,1,Unfurnished,4.6,14615557.302651286
3339,5,5,4,23,3,24.48,0,Furnished,3.7,29730710.567989632
1522,4,4,2,12,0,19.78,1,Unfurnished,3.0,15910272.278520826
1418,5,3,4,31,3,33.6,0,Furnished,3.3,15518399.285876464
2500,2,3,3,9,3,31.78,1,Unfurnished,4.2,21137189.671166807
2472,6,3,3,25,1,7.23,0,Semi-Furnished,2.5,23111493.898617
1910,1,2,4,8,0,2.62,0,Semi-Furnished,4.9,16218185.589120854
1558,2,4,4,18,0,30.09,1,Semi-Furnished,4.0,14729485.011072442
2534,4,1,4,17,1,11.39,1,Furnished,3.5,22382397.346223965
1736,4,4,3,16,0,13.82,0,Semi-Furnished,4.4,17648832.83421107
4698,1,1,4,23,3,28.31,0,Unfurnished,3.5,32422624.03412031
1106,3,3,2,15,0,11.16,0,Furnished,3.5,12365699.164944025
1323,3,1,2,15,1,31.94,1,Furnished,4.1,13183797.957601745
1745,3,2,1,4,1,32.92,0,Semi-Furnished,3.2,15273095.901707701
3007,2,4,1,24,0,8.76,0,Furnished,3.8,24404813.276759032
2441,5,2,2,27,0,22.34,0,Furnished,4.1,21633208.323058557
2727,5,4,1,23,0,17.7,0,Semi-Furnished,3.3,24121722.13292907
1034,6,4,2,3,0,28.9,1,Furnished,3.3,15024575.01308885
996,4,3,4,2,1,30.0,0,Unfurnished,4.5,12038184.827594122
2769,6,3,3,24,3,16.08,1,Unfurnished,3.5,26056038.92410431
4850,6,4,3,31,1,20.64,0,Unfurnished,4.9,38982030.6320479
3651,5,4,1,17,0,2.69,0,Unfurnished,4.6,31038237.28575437
2927,2,2,4,2,1,27.75,0,Unfurnished,2.8,21896104.27120855
4038,5,4,4,13,2,15.31,1,Furnished,5.0,35305287.68912927
1291,6,1,3,8,3,24.77,1,Semi-Furnished,3.8,15983894.636052024
4051,1,2,4,21,3,26.4,1,Semi-Furnished,2.8,29619084.160620756
4662,2,5,2,15,1,16.81,1,Furnished,4.5,36847140.7077627
1992,2,1,2,33,3,1.96,0,Furnished,3.0,16925955.98759177
3245,4,4,4,6,3,31.4,1,Semi-Furnished,4.0,28450404.00526387
535,1,1,1,24,0,34.79,0,Furnished,3.3,4801081.2251995765
4148,5,5,2,33,1,10.41,1,Unfurnished,4.2,34893352.07779346
3364,2,2,3,33,3,18.31,0,Furnished,5.0,26489779.413074
1295,3,5,2,11,0,16.58,1,Semi-Furnished,4.3,15157624.0295402
2047,3,4,1,25,1,19.91,1,Semi-Furnished,4.4,19393924.94681213
735,1,1,4,9,1,30.64,1,Unfurnished,4.0,7227953.839715881
4134,1,1,4,1,0,31.51,1,Unfurnished,4.8,29505686.691068422
1596,4,3,2,2,3,7.46,1,Furnished,3.8,18546217.742285985
3179,4,4,2,12,2,10.42,0,Furnished,3.5,27846851.006981052
3190,3,5,3,7,0,14.15,1,Semi-Furnished,2.7,27035771.538976952
2387,1,2,4,33,2,3.6,0,Semi-Furnished,3.3,18605619.867773745
2056,1,1,4,27,0,16.33,0,Semi-Furnished,3.4,15040919.675335716
3060,4,3,4,20,1,1.47,1,Semi-Furnished,4.6,27216946.401721835
735,6,2,2,30,1,24.35,1,Semi-Furnished,2.8,11330788.271883402
2574,2,3,2,31,1,7.77,1,Semi-Furnished,3.4,21447068.336905237
4930,4,4,4,14,3,19.8,1,Unfurnished,3.0,38906322.86595356
1264,4,1,1,24,0,15.86,0,Semi-Furnished,4.4,12792263.203552749
4875,6,4,2,16,0,15.56,1,Semi-Furnished,3.3,39844251.269626856
2233,2,5,4,3,1,22.3,0,Semi-Furnished,4.8,20229710.145914014
2900,1,4,3,5,2,28.54,1,Unfurnished,3.1,22929859.231736384
726,2,3,1,25,1,27.01,1,Furnished,2.9,8968562.204721855
2852,6,4,2,10,3,33.28,1,Semi-Furnished,3.5,27124976.339057416
2847,6,3,2,17,1,15.76,0,Furnished,4.5,26550013.35537245
4978,1,5,4,24,0,5.33,1,Unfurnished,3.9,37091677.96692308
1470,5,2,1,34,1,2.1,0,Semi-Furnished,5.0,16263955.009839727
2986,2,4,1,15,2,33.15,1,Semi-Furnished,3.1,24206908.720538974
4585,1,3,3,7,3,11.2,0,Furnished,3.0,34274627.44539648
1750,3,2,4,5,1,17.21,1,Semi-Furnished,4.7,17197148.776347898
1832,2,2,3,24,3,34.37,1,Unfurnished,2.6,15173387.91204239
1279,5,4,2,13,0,5.39,0,Semi-Furnished,4.5,15931650.821301403
3632,3,1,4,31,0,19.43,0,Unfurnished,4.9,26904409.306821883
868,6,2,4,24,1,3.21,1,Unfurnished,4.5,13508877.54560049
4818,5,3,4,29,3,20.44,1,Furnished,4.6,39402392.19298091
2182,1,1,4,26,1,18.14,1,Semi-Furnished,3.8,16969442.946397215
1689,4,4,2,21,0,7.03,0,Unfurnished,4.9,17330158.53809821
1048,2,2,3,8,2,33.06,0,Semi-Furnished,2.6,9895033.665767895
3789,1,3,2,14,1,33.23,1,Unfurnished,3.2,27530506.806450885
4599,5,4,1,15,0,33.92,1,Semi-Furnished,3.4,36584942.141191445
1600,4,5,3,1,1,32.79,0,Semi-Furnished,3.8,16956941.595095024
1283,2,2,2,16,3,25.41,1,Unfurnished,3.8,12641985.354729109
1686,6,3,1,32,3,28.38,0,Semi-Furnished,4.4,18339866.526347265
1952,1,1,1,30,1,19.43,1,Unfurnished,3.4,14808523.178135864
512,2,1,1,33,1,25.89,1,Unfurnished,4.2,6236959.343247302
3770,6,2,1,3,1,21.49,0,Semi-Furnished,4.3,31755954.80047854
2185,3,1,2,6,0,12.62,1,Furnished,2.6,18886430.234462414
3266,1,4,4,15,3,24.07,1,Unfurnished,3.1,25530760.708468534
2596,5,2,2,11,2,19.91,1,Semi-Furnished,3.2,23742769.808188997
3977,4,2,2,28,0,1.9,0,Semi-Furnished,4.7,31496889.85936813
1143,3,2,1,18,3,18.36,0,Furnished,4.1,12880184.895050816
1371,1,4,4,19,0,16.29,1,Unfurnished,4.7,13158682.582683513
2824,6,5,1,2,3,29.26,0,Unfurnished,4.7,27233501.861573823
1044,4,3,4,32,1,20.23,0,Semi-Furnished,4.5,12327284.120830342
4440,1,1,4,0,2,8.23,1,Unfurnished,4.8,33043519.216850672
4957,5,1,2,7,2,8.19,1,Unfurnished,4.4,39275647.99055564
2831,1,5,2,2,3,27.51,0,Semi-Furnished,3.8,23334881.568403684
3071,5,2,4,21,0,31.47,1,Furnished,3.1,25817926.19008932
3952,2,5,3,26,3,26.91,1,Furnished,3.5,31753532.604724318
4065,2,3,1,27,2,1.63,1,Furnished,3.3,32084013.925594524
2919,3,2,1,6,3,28.83,0,Semi-Furnished,3.3,23653543.060874075
1877,4,4,1,27,3,26.05,0,Semi-Furnished,3.9,18499827.93618201
1336,2,5,2,24,1,11.96,0,Furnished,3.2,13980587.936122475
742,6,4,4,9,3,9.55,0,Semi-Furnished,4.1,13920717.343426067
569,6,1,3,31,2,7.04,0,Semi-Furnished,4.0,10491597.165110895
4613,2,4,3,10,1,18.45,1,Semi-Furnished,3.7,35430497.60517679
1566,6,4,3,5,0,28.23,1,Furnished,3.2,18417905.87678287
4616,4,3,1,2,1,34.78,0,Furnished,3.6,35712440.52249493
4467,4,5,3,20,3,17.53,0,Unfurnished,2.7,35519321.395825565
1287,6,5,3,13,2,17.25,0,Unfurnished,3.3,16584709.08251535
3767,5,4,4,26,0,11.26,0,Furnished,4.3,31798462.013965383
3289,1,1,2,9,2,33.03,1,Furnished,2.7,24209897.372274373
3210,5,2,2,14,2,18.52,0,Unfurnished,4.4,27137453.248302914
974,4,5,4,19,3,12.99,0,Semi-Furnished,2.5,13298537.419262566
4328,1,2,1,19,1,23.41,0,Unfurnished,4.5,30613846.60428661
2287,6,4,2,16,3,4.69,0,Semi-Furnished,4.0,23936463.5547362
4095,3,3,4,16,0,30.3,0,Semi-Furnished,4.5,31062143.8241598
1038,2,3,4,13,2,10.33,0,Furnished,4.1,12043631.319412882
2037,2,3,4,19,2,20.09,1,Semi-Furnished,4.3,18431326.63894276
4199,5,1,1,23,3,28.74,0,Unfurnished,4.5,32767960.116476875
2223,2,3,3,4,2,27.28,1,Furnished,3.7,19839840.853456635
2968,1,1,3,17,2,21.41,0,Semi-Furnished,4.9,22216915.82392174
963,5,4,4,19,1,2.11,0,Furnished,4.7,14575625.078553773
4574,2,1,2,27,3,13.39,1,Furnished,3.3,34222128.403251514
4113,2,2,2,26,3,3.38,0,Unfurnished,4.9,31393690.969700053
780,6,4,3,6,2,8.45,1,Unfurnished,3.7,14172370.929258464
4080,2,2,3,7,2,25.22,1,Semi-Furnished,2.8,30713532.22410786
2777,2,1,4,5,0,31.93,0,Furnished,2.8,20572957.526228823
404,5,2,1,14,3,10.89,1,Furnished,2.7,10220777.439748628
897,2,3,1,14,2,17.6,0,Furnished,2.6,10217070.758828633
4088,3,2,2,3,3,16.09,0,Unfurnished,4.5,31955971.116498817
3169,6,4,2,13,3,29.5,0,Semi-Furnished,4.0,28760168.72461974
1089,2,3,2,2,3,28.86,0,Furnished,3.4,11941457.51601744
2702,6,1,3,33,0,2.49,0,Furnished,2.6,23668934.922742702
3455,4,2,1,23,0,29.86,1,Furnished,3.3,27604020.78827127
2543,3,2,1,15,3,30.78,1,Furnished,4.1,22259522.882044595
2903,4,2,2,1,0,21.35,1,Semi-Furnished,5.0,25249624.284105666
1646,3,3,1,34,1,25.15,1,Semi-Furnished,2.8,15213108.274070822
2486,4,3,3,5,0,12.34,1,Furnished,3.7,23121153.229168292
4435,6,3,3,26,0,13.4,0,Semi-Furnished,2.6,35338626.3078694
2722,2,1,3,27,3,8.68,0,Unfurnished,3.4,21020132.14937658
4454,3,4,2,19,0,29.63,1,Unfurnished,4.6,34229819.05035341
4059,5,2,2,11,2,15.02,1,Unfurnished,3.1,33051158.23563834
663,1,3,3,7,0,7.88,1,Semi-Furnished,4.5,8970319.86916021
650,2,4,1,15,2,21.87,0,Unfurnished,2.8,8302444.940767907
1915,1,1,2,30,1,16.87,0,Semi-Furnished,3.5,14366162.726680808
2785,1,2,3,21,3,33.22,0,Furnished,4.6,21479900.48869875
1099,5,1,1,30,0,14.45,1,Furnished,4.5,13503172.855027411
3618,5,5,3,15,3,29.12,1,Furnished,3.9,32340462.052016594
3690,1,4,4,16,2,20.32,1,Unfurnished,2.9,28030486.01985705
4832,4,2,3,29,3,27.7,1,Semi-Furnished,3.2,37004213.89544681
3577,5,4,3,10,1,6.08,1,Furnished,3.1,31697274.328344945
2951,1,2,3,10,1,24.49,1,Semi-Furnished,4.7,22982050.901105665
2430,2,2,1,31,3,16.58,0,Furnished,3.0,19744524.930083502
3040,4,5,3,25,1,26.75,1,Unfurnished,4.7,26644439.93435374
653,2,2,4,9,0,9.37,1,Furnished,2.5,8642117.98529467
438,1,4,3,17,1,18.45,0,Furnished,3.5,6881126.873901602
3180,1,1,4,28,2,5.71,1,Unfurnished,3.2,23605154.653317407
2342,4,2,4,22,3,26.66,0,Unfurnished,2.7,19791338.375392437
3839,5,1,1,17,1,26.03,0,Unfurnished,4.8,30208588.907884393
4172,3,4,2,5,0,28.37,1,Furnished,4.9,33618466.234031856
1470,4,2,4,34,2,30.89,0,Unfurnished,3.1,13509615.749874294
3345,1,1,2,21,1,24.57,1,Furnished,3.7,24701477.717005726
2890,1,4,4,3,3,22.72,0,Unfurnished,4.5,23305733.425898917
802,5,3,2,17,1,22.29,0,Unfurnished,3.1,10946681.071351094
1473,4,2,3,13,0,28.65,0,Semi-Furnished,3.1,13907922.049480852
2255,2,2,2,18,1,17.37,1,Furnished,4.7,19680653.94248099
954,4,2,4,4,2,28.19,1,Furnished,3.4,12539813.015698876
3921,6,1,4,22,1,9.17,1,Unfurnished,2.7,31947977.50324118
524,6,2,4,4,2,27.06,1,Semi-Furnished,4.0,11291325.34712955
3777,4,3,4,7,3,29.97,1,Semi-Furnished,4.8,31755716.291127656
2482,1,2,4,22,0,2.68,1,Semi-Furnished,3.2,19598016.131577685
1268,5,1,4,0,3,2.29,1,Unfurnished,3.3,15575992.443425847
2691,1,4,4,12,0,3.76,1,Furnished,5.0,23227696.093467325
4195,3,5,2,16,0,26.15,1,Furnished,2.9,33282185.17213563
689,5,5,2,7,1,14.64,1,Unfurnished,4.3,12947872.561934255
2915,3,1,1,13,1,11.55,0,Semi-Furnished,3.6,23153441.736228265
4469,5,5,1,10,3,28.05,1,Unfurnished,4.4,37544556.124779396
2502,2,3,1,30,3,21.18,0,Furnished,4.9,21311843.0697553
1000,3,5,1,15,0,31.69,1,Unfurnished,2.7,11548701.039625788
467,4,5,3,31,1,30.79,1,Unfurnished,3.4,9092497.848738546
643,5,3,3,8,2,16.23,0,Semi-Furnished,4.0,11394786.936132152
3244,4,4,2,25,3,11.7,0,Furnished,2.8,27908626.493966542
1679,6,2,2,29,0,15.27,1,Furnished,3.6,18211202.35166099
1135,6,4,2,30,1,6.04,1,Unfurnished,4.9,16140590.208721485
625,1,3,3,17,1,16.35,1,Furnished,2.5,7978282.819642931
4519,3,2,2,18,1,32.42,0,Unfurnished,4.4,33087185.349138863
2126,1,2,2,19,1,29.53,0,Unfurnished,4.9,16219036.604592133
960,1,3,3,34,2,30.76,0,Semi-Furnished,3.9,8967713.78248709
2914,3,5,4,20,0,5.94,0,Semi-Furnished,3.4,24817470.56346947
4666,6,2,2,6,0,16.2,1,Unfurnished,3.0,37239426.178985976
1157,4,3,3,31,1,29.71,0,Unfurnished,3.5,11959370.77203758
3946,6,2,4,31,3,1.95,1,Unfurnished,2.9,33348003.220870163
1241,4,3,1,19,0,4.29,1,Furnished,4.7,15390033.496024583
4855,2,1,2,11,0,16.75,1,Furnished,5.0,36099235.32385674
2784,2,4,4,33,0,25.0,0,Semi-Furnished,3.8,21740182.566743843
3241,3,5,3,0,2,20.36,1,Semi-Furnished,3.4,28176827.333361983
4467,6,1,1,5,3,33.25,0,Unfurnished,4.6,35631230.0324188
4605,4,5,3,3,1,5.43,1,Furnished,4.1,38679331.967995435
3891,5,3,4,26,0,10.15,0,Unfurnished,4.2,31412035.458755266
3875,2,4,2,33,3,27.42,1,Semi-Furnished,3.7,30291340.850031637
3364,2,5,2,31,3,22.11,1,Semi-Furnished,3.1,27495047.058563627
1498,4,4,1,29,1,22.46,0,Semi-Furnished,3.5,15369775.73686929
2667,1,4,4,17,0,12.31,1,Semi-Furnished,4.9,22223906.229203638
1660,1,1,4,1,2,12.12,1,Semi-Furnished,4.9,15190140.61899017
826,2,3,1,30,0,12.97,0,Furnished,4.5,9687217.065505255
2187,4,5,1,8,0,30.31,1,Semi-Furnished,4.1,21208679.539350327
2735,2,1,3,6,2,16.49,1,Furnished,3.6,22502176.9004007
4585,2,3,3,1,1,3.89,0,Unfurnished,5.0,35019888.151096195
3037,6,3,2,5,0,20.33,1,Furnished,4.2,28187623.63304764
3293,6,2,3,5,0,9.86,1,Semi-Furnished,3.4,29106459.198051285
4357,3,1,4,19,3,29.33,1,Semi-Furnished,4.5,33320671.172877885
4115,2,2,4,25,1,24.89,0,Furnished,3.9,30276580.708193094
3306,6,1,2,5,2,27.92,1,Unfurnished,2.6,27900137.17145353
2967,3,4,4,26,2,31.15,1,Semi-Furnished,4.0,25042050.407633103
1028,5,3,3,1,2,33.79,1,Furnished,3.8,14337262.793255812
2758,1,5,1,20,3,17.27,0,Semi-Furnished,2.9,22450437.211791806
1650,6,1,2,22,1,18.9,0,Unfurnished,4.4,16780839.54838486
1157,1,3,1,13,2,30.3,0,Semi-Furnished,3.3,10563165.10040871
823,3,3,3,24,1,30.87,1,Unfurnished,3.7,9895886.88607315
4124,1,1,3,27,3,27.4,0,Unfurnished,3.4,28586622.389794398
1313,5,2,1,16,3,6.78,1,Semi-Furnished,2.7,15899352.017882977
3278,2,4,1,18,3,21.19,0,Semi-Furnished,2.9,26025891.262305826
2478,3,4,4,17,3,13.41,1,Unfurnished,4.0,22743392.095249522
2101,2,5,4,27,2,12.88,1,Unfurnished,4.8,19776995.136828694
463,4,2,4,20,3,4.3,1,Furnished,3.8,10348028.202584425
2647,5,1,3,34,3,34.91,1,Furnished,4.2,23429434.46729945
1541,3,4,2,24,1,2.74,1,Semi-Furnished,4.0,16653536.466817524
504,5,4,2,22,3,2.31,0,Furnished,3.2,11511529.855269404
1181,4,2,2,20,1,4.84,1,Furnished,4.7,14751112.983765954
3568,5,4,3,20,0,25.63,1,Semi-Furnished,3.2,30006584.086769175
2987,5,4,3,3,2,21.42,0,Furnished,4.3,27511706.758639008
4854,5,4,4,28,0,8.49,0,Semi-Furnished,3.1,38103745.95665673
3168,4,3,2,6,1,16.59,0,Semi-Furnished,3.1,26382076.20059447
908,2,2,3,14,0,25.35,1,Furnished,4.6,10372166.077473754
4802,5,3,4,24,3,15.64,1,Furnished,4.1,39417696.12849828
1952,4,4,2,1,2,34.21,1,Furnished,3.2,19786628.852961425
2818,4,5,4,21,3,28.55,1,Unfurnished,5.0,25950870.922489725
4418,5,5,3,19,0,11.57,1,Unfurnished,4.1,36619413.85423893
1779,6,3,1,29,0,6.6,1,Semi-Furnished,3.8,19444965.435335025
2904,5,4,4,3,2,6.27,1,Semi-Furnished,3.0,27413122.69704021
2396,6,3,3,23,0,27.14,0,Furnished,4.5,22714497.275210634
1384,5,5,1,16,0,31.79,0,Semi-Furnished,3.9,15752496.077418592
2124,6,1,4,28,3,9.44,1,Furnished,4.1,21956723.033798963
4448,6,1,2,25,1,29.16,0,Furnished,3.0,34620134.02740438
2227,3,4,3,28,2,12.7,0,Unfurnished,4.2,19942386.078705564
953,2,1,2,32,3,16.22,1,Furnished,3.0,10330182.1028981
1780,1,2,4,16,0,29.22,0,Semi-Furnished,2.8,13278819.968948029
3333,6,1,1,11,3,7.4,0,Furnished,2.9,29154190.465362914
1671,6,1,4,22,1,32.2,0,Furnished,3.9,16885838.07653593
3053,4,1,1,1,2,3.46,1,Semi-Furnished,4.8,26953293.785900693
2257,1,5,1,19,3,16.57,1,Furnished,2.8,20246462.439087383
1905,2,4,4,14,1,11.6,1,Semi-Furnished,4.8,18438303.39457617
2386,3,2,2,15,2,34.71,0,Unfurnished,3.6,19192159.525875896
4851,4,4,2,25,3,12.14,1,Unfurnished,3.1,38456351.051534265
1332,3,3,3,8,2,31.52,1,Furnished,3.8,14620667.623795165
1465,1,2,4,10,3,29.13,0,Furnished,3.0,12708067.3241161
1425,1,1,3,32,3,13.14,0,Semi-Furnished,2.6,11520518.747918127
4924,5,5,3,11,1,34.03,0,Semi-Furnished,4.9,39494674.13406279
4907,5,3,4,12,2,14.92,0,Semi-Furnished,4.5,39255307.44952329
3218,4,2,4,18,1,9.66,1,Semi-Furnished,2.7,26713143.107914425
1406,4,5,3,30,2,13.46,0,Semi-Furnished,3.9,16063725.175183462
3816,2,4,2,29,2,13.43,1,Unfurnished,2.6,29474272.595381085
4233,5,4,4,7,0,7.1,1,Semi-Furnished,4.2,35792827.18934091
4979,4,3,1,1,1,12.54,1,Furnished,2.8,39359292.23130576
2281,4,2,3,27,1,21.62,0,Semi-Furnished,3.3,19460547.07947984
2695,5,4,4,30,2,4.89,1,Furnished,4.2,26239466.615481917
2955,4,5,2,19,3,1.6,0,Unfurnished,3.9,26827624.69719636
3041,1,2,2,26,3,8.55,0,Semi-Furnished,2.5,22819733.122970093
2328,1,4,2,17,2,31.2,0,Semi-Furnished,2.5,18219236.335899264
3333,4,4,3,5,0,33.31,0,Furnished,3.3,27438475.031938326
4254,2,5,3,1,0,13.41,0,Furnished,3.7,33372397.97829107
3740,6,4,4,27,0,29.63,0,Semi-Furnished,2.6,30653401.847800516
2077,4,5,4,0,1,24.56,0,Semi-Furnished,2.6,19932237.69359386
3930,6,1,2,10,1,11.05,0,Furnished,4.9,33110061.531025596
676,5,3,1,24,2,27.81,0,Unfurnished,4.9,10745372.710389107
2087,1,5,3,6,3,10.18,0,Unfurnished,3.0,18413609.438569237
3520,5,4,3,31,2,25.76,0,Unfurnished,4.0,29275164.479286194
2893,1,1,3,7,0,18.76,1,Unfurnished,3.3,21197475.02451844
1734,5,1,4,13,1,5.19,0,Semi-Furnished,4.0,17493486.8762957
1643,2,5,2,15,0,15.33,0,Furnished,4.2,16169115.442265395
2111,6,5,2,24,0,30.92,0,Unfurnished,4.1,20835298.746649303
4147,6,5,1,23,2,9.13,1,Unfurnished,4.7,36493036.55380723
2581,4,5,4,11,2,19.09,0,Unfurnished,3.2,23328641.587875467
4001,3,4,2,9,2,15.55,0,Semi-Furnished,4.4,32276368.59963043
4750,4,2,1,22,3,21.43,1,Unfurnished,4.2,36942057.71322256
3780,3,5,3,6,0,13.87,1,Semi-Furnished,4.3,31542687.16082184
1398,6,1,1,19,2,27.96,1,Furnished,4.5,16591937.492719907
2385,5,4,4,14,1,34.77,0,Furnished,2.7,21853286.48037866
840,6,1,3,7,2,34.5,1,Semi-Furnished,4.0,12471819.206002241
2475,2,5,3,22,0,34.56,1,Unfurnished,3.7,20437790.92823152
3910,2,1,2,32,1,26.81,1,Unfurnished,3.7,28110834.946845166
1757,3,3,4,14,3,29.38,0,Furnished,3.2,16678727.640289392
2702,2,2,2,17,3,29.31,0,Furnished,4.9,22118893.375499964
1650,1,1,2,15,1,20.78,0,Semi-Furnished,3.1,12712103.998850541
1349,6,2,1,30,1,18.99,0,Unfurnished,2.7,14442895.7197635
3936,2,2,3,29,2,5.1,1,Unfurnished,3.4,29899999.185563352
1917,3,5,2,4,0,10.84,0,Unfurnished,3.7,18316517.21215828
2447,6,2,1,31,2,34.76,0,Semi-Furnished,3.3,21819531.28697789
1789,5,2,1,30,2,20.07,0,Furnished,3.4,17730789.567820515
515,1,5,1,13,3,8.27,0,Unfurnished,2.7,7975346.605868492
1630,5,3,3,9,1,23.02,0,Furnished,2.6,16999323.161391158
1282,6,2,1,1,2,28.29,0,Unfurnished,5.0,15591361.83669181
777,5,1,4,19,1,25.87,1,Semi-Furnished,2.7,10480671.486873347
2889,5,2,2,20,1,20.25,0,Semi-Furnished,3.4,24486511.555492375
3574,1,5,3,16,3,32.21,0,Unfurnished,4.6,27584080.950261455
3282,4,4,4,15,2,4.76,1,Furnished,3.4,29321985.059335083
3655,4,1,4,12,0,12.92,1,Furnished,4.9,29991170.622643583
2281,6,4,4,19,1,20.01,1,Unfurnished,4.7,23234771.150429446
2778,5,4,4,21,0,27.87,1,Semi-Furnished,2.7,24559221.74388153
3758,5,4,1,10,0,7.86,1,Furnished,4.3,32980138.457411066
2394,5,2,4,27,0,14.02,1,Furnished,4.4,22474533.44312659
1359,4,1,2,32,2,4.18,1,Semi-Furnished,3.6,14648224.179749455
4653,5,2,2,31,3,20.15,1,Unfurnished,3.0,36458095.36332853
3599,1,1,2,24,2,8.6,1,Furnished,4.0,27328694.685934316
3826,6,5,3,19,3,28.67,0,Furnished,2.7,33235926.192347456
3009,6,4,2,23,1,27.76,1,Unfurnished,3.4,27039794.35710452
4126,6,2,1,17,3,31.91,0,Semi-Furnished,3.0,33381898.451114852
4766,2,4,2,16,1,33.25,0,Furnished,3.6,35288552.30764478
734,4,3,3,0,2,13.73,0,Furnished,2.9,11391410.32001068
424,1,5,1,20,3,26.83,0,Furnished,3.1,7322925.619583063
4268,6,2,3,1,2,4.1,1,Furnished,3.4,36714302.626386434
4393,3,5,1,23,2,15.28,1,Semi-Furnished,2.8,35040618.57350217
